;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges;Churn Status
212;Yes;1;936;1;11;Offer D;DSL;47.0;Month-to-Month;Yes;Bank Withdrawal;59.65;25;1;2;0.0;0.0;Customer
213;Yes;1;941;1;66;Offer A;Cable;23.0;Two Year;No;Bank Withdrawal;50.55;35;3;1;0.0;1.6666666666666667;Customer
214;No;1;935;0;6;None;None;0.0;Month-to-Month;No;Mailed Check;19.7;45;0;0;0.0;0.0;Customer
215;No;0;936;0;12;Offer D;None;0.0;Month-to-Month;No;Credit Card;20.4;55;0;0;0.0;0.0;Customer
216;No;0;913;0;4;None;None;0.0;Month-to-Month;No;Credit Card;19.575;20;0;0;0.0;0.0;Customer
217;No;0;923;0;15;None;DSL;28.0;Month-to-Month;Yes;Bank Withdrawal;49.0;40;0;2;0.0;0.0;Customer
218;No;0;932;0;48;None;DSL;5.0;Two Year;No;Credit Card;55.5;60;0;3;0.0;0.0;Customer
219;Yes;0;928;1;42;Offer B;DSL;25.0;One Year;No;Credit Card;56.8297619047619;55;0;3;1.0;0.0;Customer
220;Yes;1;954;1;19;Offer D;None;0.0;Two Year;No;Credit Card;20.15;50;0;0;1.0;0.0;Customer
221;Yes;0;908;1;51;Offer B;Fiber Optic;10.0;One Year;Yes;Bank Withdrawal;93.65;75;1;4;0.0;0.0;Customer
222;Yes;1;960;1;58;Offer B;None;0.0;Two Year;Yes;Credit Card;19.85;50;0;0;0.0;0.0;Customer
223;Yes;1;926;1;70;Offer A;None;0.0;Two Year;No;Credit Card;25.4;30;0;1;0.0;0.0;Customer
224;No;0;953;0;19;None;None;0.0;One Year;Yes;Credit Card;19.7;60;0;0;0.0;0.0;Customer
225;Yes;1;913;1;71;None;None;0.0;Two Year;No;Credit Card;19.7;20;0;0;0.0;0.0;Customer
226;Yes;0;920;1;51;Offer B;Fiber Optic;13.0;Month-to-Month;No;Credit Card;69.15;65;0;0;0.0;2.156862745098039;Customer
227;No;0;945;0;7;None;Fiber Optic;10.0;Month-to-Month;Yes;Bank Withdrawal;75.15;55;0;1;0.0;1.4285714285714286;Customer
228;Yes;1;953;1;23;None;Fiber Optic;82.0;Month-to-Month;No;Mailed Check;84.2108695652174;20;0;4;0.0;0.0;Customer
229;Yes;0;902;1;72;None;None;0.0;Two Year;No;Credit Card;25.4;40;0;1;0.0;0.0;Customer
230;No;0;922;0;18;Offer D;None;0.0;Month-to-Month;No;Credit Card;19.25;50;0;0;0.0;0.0;Customer
231;Yes;0;921;1;70;Offer A;Cable;2.0;Two Year;Yes;Bank Withdrawal;79.25;55;1;6;0.0;0.0;Customer
232;Yes;1;954;1;39;None;None;0.0;One Year;Yes;Credit Card;24.2;30;0;1;0.0;0.0;Customer
233;Yes;0;957;1;10;None;None;0.0;One Year;No;Credit Card;20.1;25;0;0;0.0;0.0;Customer
234;No;0;932;0;52;Offer B;Cable;14.0;One Year;No;Mailed Check;30.1;40;0;2;1.0;0.0;Customer
235;No;0;902;0;25;Offer C;Cable;59.0;Month-to-Month;Yes;Bank Withdrawal;48.25;20;3;2;0.0;0.0;Customer
236;No;0;956;0;60;None;DSL;2.0;One Year;Yes;Credit Card;70.15;50;1;4;0.0;0.0;Customer
237;Yes;1;940;1;24;Offer C;DSL;56.0;Two Year;No;Credit Card;78.6;65;3;4;0.0;0.0;Customer
238;No;0;917;0;10;Offer D;None;0.0;Month-to-Month;Yes;Credit Card;19.85;30;0;0;0.0;0.0;Customer
239;Yes;0;932;1;7;None;Fiber Optic;13.0;Month-to-Month;Yes;Bank Withdrawal;69.32142857142857;70;0;2;0.0;0.0;Customer
240;No;0;926;0;11;Offer D;Cable;10.0;Month-to-Month;Yes;Credit Card;58.95;50;2;1;0.0;6.363636363636363;Customer
241;No;0;947;0;22;None;Cable;22.0;Month-to-Month;Yes;Bank Withdrawal;50.35;50;3;2;0.0;0.0;Customer
242;No;1;911;0;21;None;DSL;11.0;Two Year;No;Credit Card;53.15;60;1;5;1.0;0.0;Customer
243;Yes;1;932;0;72;Offer A;None;0.0;Two Year;No;Bank Withdrawal;19.95;50;0;0;0.0;0.0;Customer
244;No;0;936;0;31;None;Fiber Optic;8.0;Two Year;Yes;Credit Card;73.55;70;0;2;0.0;0.0;Customer
245;Yes;1;934;1;66;Offer A;Cable;27.0;One Year;Yes;Credit Card;49.4;35;0;2;0.0;0.0;Customer
246;Yes;1;954;1;10;None;None;0.0;Two Year;No;Credit Card;20.15;50;0;0;0.0;0.0;Customer
247;No;0;959;0;41;None;Fiber Optic;19.0;Month-to-Month;Yes;Credit Card;81.3;30;0;3;0.0;0.0;Customer
248;Yes;1;902;1;41;Offer B;Fiber Optic;59.0;Month-to-Month;Yes;Bank Withdrawal;94.3;20;1;4;0.0;0.0;Customer
249;Yes;0;923;1;54;Offer B;Fiber Optic;26.0;One Year;Yes;Credit Card;114.65;65;3;6;0.0;0.0;Customer
250;No;0;913;0;45;None;Fiber Optic;20.0;Month-to-Month;Yes;Bank Withdrawal;85.7;80;0;3;0.0;1.1111111111111112;Customer
251;Yes;1;926;0;68;Offer A;Fiber Optic;12.0;One Year;Yes;Credit Card;107.15;80;2;3;0.0;0.7352941176470589;Customer
252;No;0;951;0;4;None;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;75.65;35;0;2;0.0;0.0;Customer
253;No;0;958;0;23;Offer D;None;0.0;One Year;No;Credit Card;20.45;55;0;0;0.0;0.0;Customer
254;No;0;917;0;10;Offer D;None;0.0;Month-to-Month;Yes;Credit Card;24.5;50;0;1;0.0;0.0;Customer
255;No;0;917;0;17;Offer D;None;0.0;One Year;No;Credit Card;19.95;25;0;0;0.0;0.0;Customer
256;Yes;1;915;1;71;None;Fiber Optic;27.0;Two Year;No;Credit Card;100.2;20;1;5;0.0;0.0;Customer
257;Yes;1;949;1;35;None;None;0.0;Two Year;No;Bank Withdrawal;23.12142857142857;40;0;1;0.0;0.0;Customer
258;No;0;923;0;48;None;DSL;10.0;Two Year;No;Credit Card;78.9;45;3;4;0.0;0.0;Customer
259;Yes;0;900;1;18;None;DSL;13.0;Two Year;Yes;Credit Card;59.1;75;1;2;1.0;0.0;Customer
260;No;0;900;0;29;Offer C;DSL;2.0;Month-to-Month;No;Credit Card;67.45;50;0;5;0.0;0.0;Customer
261;Yes;1;902;1;59;Offer B;Fiber Optic;19.0;One Year;Yes;Bank Withdrawal;106.15;65;3;4;0.0;0.0;Customer
262;Yes;0;953;1;15;Offer D;None;0.0;Month-to-Month;Yes;Credit Card;19.45;25;0;0;0.0;0.0;Customer
263;Yes;0;932;1;45;Offer B;Cable;19.0;One Year;No;Bank Withdrawal;78.8;40;3;4;1.0;0.0;Customer
264;No;0;922;0;27;None;Fiber Optic;24.0;Month-to-Month;Yes;Bank Withdrawal;95.6;50;3;2;0.0;0.0;Customer
265;Yes;0;925;1;29;Offer C;DSL;9.0;One Year;Yes;Bank Withdrawal;51.6;75;0;2;0.0;0.0;Customer
266;Yes;0;932;1;61;Offer B;DSL;24.0;Two Year;Yes;Bank Withdrawal;73.8;55;3;2;1.0;0.4918032786885246;Customer
267;Yes;1;945;1;32;Offer C;Fiber Optic;30.0;One Year;Yes;Credit Card;91.35;65;1;3;1.0;0.0;Customer
268;Yes;1;932;1;66;None;None;0.0;Two Year;Yes;Credit Card;25.3;60;0;1;0.0;0.0;Customer
269;Yes;0;908;1;70;Offer A;Fiber Optic;48.0;One Year;Yes;Credit Card;108.15;25;3;5;0.0;0.0;Customer
270;Yes;1;922;1;71;Offer A;Fiber Optic;59.0;One Year;No;Bank Withdrawal;100.55;20;3;3;1.0;0.0;Customer
271;Yes;1;951;1;59;None;DSL;19.0;One Year;No;Credit Card;76.75;65;3;4;0.0;0.0;Customer
272;Yes;0;922;1;16;Offer D;Cable;17.0;One Year;Yes;Credit Card;55.85;55;0;3;0.0;0.0;Customer
273;Yes;1;953;1;18;Offer D;DSL;52.0;Month-to-Month;No;Credit Card;25.55;25;0;1;0.0;0.0;Customer
274;No;0;920;0;14;Offer D;Cable;69.0;One Year;No;Credit Card;59.1;20;2;2;0.0;0.0;Customer
275;No;0;917;0;9;Offer E;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;81.15;45;0;2;0.0;5.555555555555555;Customer
276;Yes;0;907;1;46;Offer B;Fiber Optic;29.0;One Year;Yes;Bank Withdrawal;103.15;40;3;3;0.0;2.8260869565217392;Customer
277;Yes;0;941;1;72;Offer A;Fiber Optic;24.0;Two Year;Yes;Credit Card;115.75;75;2;5;0.0;1.6666666666666667;Customer
278;Yes;0;922;1;48;None;Fiber Optic;21.0;One Year;Yes;Bank Withdrawal;70.65;70;0;1;0.0;0.0;Customer
279;Yes;0;920;1;27;Offer C;DSL;14.0;One Year;No;Credit Card;80.85;40;3;4;0.0;0.0;Customer
280;Yes;0;957;1;56;Offer B;DSL;17.0;Two Year;No;Credit Card;59.5;35;0;4;0.0;0.0;Customer
281;Yes;1;932;1;72;None;None;0.0;Two Year;No;Bank Withdrawal;25.1;45;0;1;0.0;0.0;Customer
282;No;0;961;0;36;None;Cable;8.0;One Year;Yes;Credit Card;76.35;35;1;5;0.0;0.0;Customer
283;No;0;941;0;16;Offer D;None;0.0;One Year;No;Credit Card;19.05;60;0;0;0.0;0.0;Customer
284;Yes;1;916;1;23;Offer D;Cable;51.0;Two Year;Yes;Credit Card;91.1;20;3;6;0.0;0.0;Customer
285;No;0;922;0;41;Offer B;Fiber Optic;16.0;Month-to-Month;Yes;Bank Withdrawal;89.2;35;1;3;1.0;0.0;Customer
286;Yes;1;949;1;61;None;None;0.0;One Year;No;Credit Card;19.1;20;0;0;0.0;0.0;Customer
287;Yes;0;961;1;38;Offer C;Fiber Optic;24.0;Two Year;Yes;Bank Withdrawal;102.6;80;2;4;1.0;0.0;Customer
288;No;0;955;0;57;Offer B;Fiber Optic;26.0;One Year;Yes;Bank Withdrawal;86.9;45;1;2;0.0;0.0;Customer
289;Yes;0;935;1;59;Offer B;Fiber Optic;48.0;One Year;Yes;Credit Card;107.0;20;2;5;0.0;0.0;Customer
290;No;0;946;0;4;None;DSL;13.0;Month-to-Month;Yes;Bank Withdrawal;40.05;35;2;2;0.0;0.0;Customer
291;Yes;0;961;1;37;None;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;90.35;55;2;2;0.0;4.054054054054054;Customer
292;No;0;920;0;30;None;Fiber Optic;21.0;Two Year;Yes;Bank Withdrawal;104.1;80;2;4;0.0;0.0;Customer
293;Yes;0;900;1;64;None;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;111.15;40;3;5;0.0;0.0;Customer
294;Yes;0;910;1;61;Offer B;DSL;17.0;Two Year;No;Credit Card;51.35;40;1;4;0.0;0.0;Customer
295;Yes;1;954;1;70;None;Cable;13.0;Two Year;Yes;Credit Card;90.15;30;3;6;0.0;0.0;Customer
296;No;0;923;0;20;Offer D;Fiber Optic;21.0;One Year;Yes;Bank Withdrawal;81.45;75;2;1;0.0;0.0;Customer
297;Yes;1;950;1;32;Offer C;DSL;51.0;Month-to-Month;No;Bank Withdrawal;62.45;30;1;4;0.0;0.0;Customer
298;No;1;955;0;65;None;DSL;25.0;Two Year;No;Credit Card;45.25;35;1;3;0.0;0.0;Customer
299;Yes;1;949;1;24;Offer C;Fiber Optic;28.0;Two Year;Yes;Bank Withdrawal;79.85;65;0;3;0.0;0.0;Customer
300;Yes;1;927;1;51;None;None;0.0;One Year;Yes;Credit Card;23.95;40;0;1;0.0;0.0;Customer
301;Yes;0;919;1;69;None;DSL;59.0;Two Year;No;Bank Withdrawal;60.25;20;3;3;0.0;1.7391304347826086;Customer
302;Yes;1;913;1;43;None;Fiber Optic;25.0;One Year;Yes;Credit Card;93.34418604651164;60;0;5;1.0;0.0;Customer
303;Yes;0;953;1;67;Offer A;None;0.0;Two Year;No;Credit Card;25.6;60;0;1;0.0;0.0;Customer
304;No;0;945;0;22;None;DSL;15.0;Month-to-Month;No;Mailed Check;55.1;60;0;3;0.0;0.0;Customer
305;No;0;953;0;39;None;None;0.0;Two Year;No;Credit Card;19.55;25;0;0;0.0;0.0;Customer
306;Yes;1;957;1;69;Offer A;Cable;56.0;Two Year;Yes;Credit Card;54.95;60;3;3;0.0;0.0;Customer
307;No;0;959;0;41;None;None;0.0;One Year;Yes;Credit Card;19.75;40;0;0;0.0;0.0;Customer
308;Yes;0;923;1;42;Offer B;Cable;8.0;Two Year;No;Credit Card;48.15;50;1;4;0.0;0.0;Customer
309;No;1;931;0;10;Offer D;DSL;57.0;One Year;No;Credit Card;40.25;50;0;3;1.0;3.0;Customer
310;No;0;934;0;72;None;DSL;6.0;Two Year;Yes;Credit Card;61.2;45;3;4;0.0;0.0;Customer
311;Yes;0;935;1;17;Offer D;DSL;11.0;One Year;No;Credit Card;64.8;30;2;3;0.0;0.0;Customer
312;Yes;0;913;1;40;None;None;0.0;Two Year;No;Credit Card;19.1;40;0;0;1.0;0.0;Customer
313;No;0;922;0;67;None;None;0.0;One Year;No;Bank Withdrawal;20.55;30;0;0;1.0;0.0;Customer
314;Yes;0;926;1;71;None;Cable;58.0;Two Year;Yes;Credit Card;70.85;20;2;4;0.0;0.0;Customer
315;Yes;1;926;1;60;None;DSL;28.0;Two Year;No;Bank Withdrawal;60.5;35;0;4;0.0;0.0;Customer
316;No;0;960;0;63;Offer B;Fiber Optic;21.0;Two Year;Yes;Bank Withdrawal;104.75;50;3;4;0.0;0.0;Customer
317;Yes;0;940;1;62;Offer B;Fiber Optic;82.0;Month-to-Month;Yes;Bank Withdrawal;101.35;30;3;3;0.0;0.0;Customer
318;Yes;0;907;1;36;Offer C;Cable;23.0;One Year;No;Mailed Check;35.35;35;0;3;0.0;0.0;Customer
319;No;0;956;0;32;None;None;0.0;One Year;No;Credit Card;22.109375;20;0;0;0.0;0.0;Customer
320;Yes;0;906;1;54;Offer B;Fiber Optic;29.0;Month-to-Month;No;Bank Withdrawal;109.55;35;3;5;0.0;0.0;Customer
321;No;0;953;0;42;Offer B;None;0.0;Two Year;Yes;Bank Withdrawal;20.75;25;0;0;0.0;0.0;Customer
322;Yes;1;960;1;72;None;DSL;30.0;Two Year;No;Credit Card;74.55;60;1;5;0.0;0.0;Customer
323;No;0;921;0;16;Offer D;DSL;29.0;One Year;Yes;Bank Withdrawal;54.1;70;0;3;0.0;0.0;Customer
324;Yes;1;905;1;30;Offer C;DSL;17.0;Month-to-Month;No;Bank Withdrawal;66.3;45;2;3;0.0;0.0;Customer
325;No;0;945;0;26;Offer C;Fiber Optic;41.0;One Year;Yes;Credit Card;87.15;20;0;3;0.0;0.7692307692307693;Customer
326;No;0;941;0;71;None;DSL;21.0;Two Year;No;Bank Withdrawal;80.6;50;2;6;0.0;0.0;Customer
327;No;1;937;0;39;Offer C;Fiber Optic;85.0;Two Year;No;Credit Card;100.55;20;3;3;0.0;0.0;Customer
328;Yes;0;957;1;35;None;DSL;69.0;Month-to-Month;No;Bank Withdrawal;56.85;20;0;3;0.0;0.0;Customer
329;No;0;918;0;20;Offer D;Cable;18.0;Month-to-Month;Yes;Bank Withdrawal;44.35;35;0;1;0.0;0.0;Customer
330;Yes;0;952;1;19;None;DSL;48.0;Month-to-Month;Yes;Credit Card;59.8;20;2;2;0.0;0.0;Customer
331;Yes;1;958;1;72;Offer A;None;0.0;Two Year;No;Bank Withdrawal;25.0;20;0;1;0.0;0.0;Customer
332;No;0;921;0;12;Offer D;Fiber Optic;23.0;One Year;No;Bank Withdrawal;95.7;55;3;2;0.0;0.0;Customer
333;No;0;945;0;29;None;Fiber Optic;12.0;Month-to-Month;No;Bank Withdrawal;100.55;35;3;3;0.0;0.0;Customer
334;Yes;0;955;1;69;None;Fiber Optic;13.0;Two Year;Yes;Bank Withdrawal;95.35;75;2;4;0.0;0.0;Customer
335;No;0;902;0;26;None;DSL;73.0;One Year;No;Bank Withdrawal;61.55;25;0;4;0.0;0.0;Customer
336;No;0;956;0;14;Offer D;DSL;29.0;Month-to-Month;Yes;Bank Withdrawal;69.65;50;3;2;0.0;0.0;Customer
337;Yes;1;939;1;34;Offer C;None;0.0;One Year;Yes;Bank Withdrawal;20.1;45;0;0;0.0;0.0;Customer
338;No;0;932;0;59;None;DSL;6.0;One Year;Yes;Bank Withdrawal;61.35;45;2;2;0.0;0.0;Customer
339;No;0;919;0;24;Offer C;Fiber Optic;14.0;Month-to-Month;Yes;Bank Withdrawal;84.85;55;0;3;0.0;3.3333333333333335;Customer
340;Yes;1;945;1;68;None;Fiber Optic;75.0;Two Year;Yes;Bank Withdrawal;110.2;50;3;5;0.0;0.0;Customer
341;Yes;1;921;1;5;None;None;0.0;One Year;No;Bank Withdrawal;20.55;25;0;0;0.0;0.0;Customer
342;No;0;944;0;15;None;None;0.0;Month-to-Month;No;Mailed Check;19.9;45;0;0;0.0;0.0;Customer
343;No;0;947;0;71;None;None;0.0;Two Year;No;Bank Withdrawal;25.55;45;0;1;0.0;0.0;Customer
344;Yes;1;913;1;37;None;None;0.0;One Year;No;Credit Card;19.8;30;0;0;1.0;0.0;Customer
345;No;0;953;0;71;Offer A;Fiber Optic;16.0;Two Year;No;Bank Withdrawal;104.05;75;2;3;0.0;0.0;Customer
346;Yes;0;943;1;59;None;Cable;23.0;Month-to-Month;Yes;Bank Withdrawal;50.25;65;3;2;0.0;0.0;Customer
347;Yes;0;913;0;27;Offer C;Fiber Optic;27.0;One Year;Yes;Credit Card;101.9;55;3;3;0.0;0.0;Customer
348;Yes;1;947;1;38;None;None;0.0;Two Year;Yes;Credit Card;20.2;55;0;0;0.0;0.0;Customer
349;No;0;946;0;64;None;Fiber Optic;14.0;Two Year;Yes;Bank Withdrawal;104.4;35;3;4;0.0;0.0;Customer
350;Yes;1;956;1;63;Offer B;None;0.0;Two Year;No;Credit Card;25.25;20;0;1;0.0;0.0;Customer
351;Yes;0;934;1;33;None;DSL;9.0;One Year;Yes;Credit Card;51.45;40;0;2;0.0;0.0;Customer
352;No;0;947;0;15;None;None;0.0;One Year;No;Credit Card;19.8;50;0;0;0.0;0.0;Customer
353;Yes;0;960;1;48;Offer B;Fiber Optic;18.0;Two Year;Yes;Bank Withdrawal;96.9;35;1;5;0.0;0.0;Customer
354;Yes;0;959;1;14;Offer D;DSL;19.0;One Year;No;Bank Withdrawal;44.6;55;0;1;0.0;0.0;Customer
355;No;0;934;0;20;Offer D;Fiber Optic;27.0;Month-to-Month;Yes;Credit Card;90.7;40;1;3;0.0;0.0;Customer
356;Yes;1;936;1;69;None;None;0.0;Two Year;Yes;Bank Withdrawal;26.0;65;0;1;0.0;0.0;Customer
357;Yes;1;920;1;33;None;Cable;18.0;One Year;Yes;Bank Withdrawal;79.15;45;3;3;0.0;0.6060606060606061;Customer
358;Yes;1;921;1;62;None;Fiber Optic;20.0;Two Year;No;Credit Card;108.15;40;3;5;0.0;0.0;Customer
359;Yes;1;922;1;27;None;None;0.0;Two Year;No;Bank Withdrawal;24.5;50;0;1;0.0;0.0;Customer
360;No;1;920;0;23;Offer D;DSL;47.0;Month-to-Month;Yes;Bank Withdrawal;55.3;25;1;3;0.0;0.0;Customer
361;Yes;1;954;1;68;Offer A;None;0.0;Two Year;Yes;Bank Withdrawal;24.0;60;0;1;0.0;0.0;Customer
362;Yes;1;917;1;12;Offer D;None;0.0;Month-to-Month;Yes;Bank Withdrawal;21.15;50;0;0;0.0;0.0;Customer
363;Yes;1;961;1;13;None;None;0.0;Two Year;No;Credit Card;20.85;55;0;0;0.0;0.0;Customer
364;No;0;934;0;7;None;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;94.1;55;3;2;0.0;0.0;Customer
365;Yes;1;936;1;5;Offer E;Cable;19.0;Month-to-Month;No;Credit Card;44.8;45;0;1;0.0;0.0;Customer
366;Yes;0;936;1;32;None;DSL;46.0;One Year;Yes;Credit Card;72.8;25;1;4;0.0;0.0;Customer
367;No;0;951;0;27;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;19.4;25;0;0;0.0;0.0;Customer
368;Yes;0;906;0;72;None;None;0.0;Two Year;Yes;Bank Withdrawal;25.0;75;0;1;1.0;0.0;Customer
369;Yes;0;955;1;45;None;Cable;29.0;Two Year;Yes;Credit Card;81.0;40;3;4;0.0;0.0;Customer
370;No;1;956;0;66;Offer A;None;0.0;Two Year;Yes;Credit Card;25.3;65;0;1;0.0;0.0;Customer
371;Yes;1;932;1;13;Offer D;DSL;12.0;One Year;No;Bank Withdrawal;54.15;50;0;3;0.0;0.0;Customer
372;Yes;1;955;1;25;None;DSL;25.0;One Year;Yes;Credit Card;55.1;35;0;3;0.0;0.0;Customer
373;Yes;0;959;1;68;Offer A;Cable;16.0;Two Year;Yes;Bank Withdrawal;54.1;40;3;3;0.0;0.0;Customer
374;Yes;0;935;1;38;None;Fiber Optic;27.0;One Year;No;Credit Card;95.0;75;2;3;0.0;1.8421052631578947;Customer
375;Yes;0;924;1;8;Offer E;Cable;8.0;Month-to-Month;Yes;Credit Card;54.75;35;0;3;0.0;0.0;Customer
376;Yes;1;952;1;32;Offer C;Fiber Optic;19.0;One Year;Yes;Bank Withdrawal;100.4;75;2;3;0.0;0.0;Customer
377;No;0;936;0;29;None;Fiber Optic;42.0;Month-to-Month;Yes;Credit Card;76.0;25;0;2;0.0;0.0;Customer
378;No;1;959;0;46;None;Fiber Optic;85.0;Month-to-Month;Yes;Bank Withdrawal;99.8;25;3;3;0.0;0.0;Customer
379;No;0;926;0;28;Offer C;DSL;11.0;One Year;Yes;Bank Withdrawal;59.9;55;0;4;0.0;0.0;Customer
380;Yes;0;934;1;72;Offer A;Fiber Optic;5.0;Two Year;Yes;Credit Card;117.15;45;3;6;0.0;0.0;Customer
381;Yes;1;936;1;32;Offer C;None;0.0;Month-to-Month;Yes;Credit Card;19.45;20;0;0;0.0;0.0;Customer
382;Yes;0;923;1;41;Offer B;None;0.0;Two Year;Yes;Bank Withdrawal;19.75;20;0;0;0.0;0.0;Customer
383;No;0;900;0;40;None;None;0.0;Two Year;No;Mailed Check;20.15;35;0;0;0.0;0.0;Customer
384;Yes;1;926;1;72;None;Fiber Optic;53.0;Two Year;Yes;Bank Withdrawal;113.1;45;3;6;0.0;0.0;Customer
385;No;0;928;0;30;Offer C;Fiber Optic;20.0;Month-to-Month;Yes;Credit Card;84.3;50;0;3;0.0;4.333333333333333;Customer
386;Yes;1;917;1;72;None;Fiber Optic;14.0;Two Year;No;Credit Card;106.1;55;1;6;0.0;0.0;Customer
387;Yes;0;934;1;72;Offer A;DSL;7.0;Two Year;Yes;Credit Card;64.95;70;2;4;0.0;0.4166666666666667;Customer
388;No;1;960;0;5;Offer E;None;0.0;Two Year;No;Credit Card;20.45;20;0;0;0.0;0.0;Customer
389;No;0;953;0;18;None;None;0.0;Month-to-Month;No;Credit Card;20.05;60;0;0;0.0;0.0;Customer
390;No;1;900;0;7;None;Cable;19.0;Month-to-Month;No;Credit Card;29.8;35;0;2;0.0;0.0;Customer
391;Yes;0;961;1;67;None;DSL;6.0;Two Year;Yes;Bank Withdrawal;50.95;40;2;4;0.0;0.0;Customer
392;No;0;945;0;22;Offer D;Fiber Optic;18.0;Month-to-Month;Yes;Bank Withdrawal;94.95;35;2;4;0.0;0.0;Customer
393;Yes;0;941;1;72;Offer A;Fiber Optic;21.0;Two Year;Yes;Bank Withdrawal;115.55;45;3;6;0.0;0.0;Customer
394;No;0;902;0;10;None;Fiber Optic;42.0;Month-to-Month;Yes;Credit Card;79.85;30;0;3;0.0;0.0;Customer
395;No;0;900;0;28;Offer C;DSL;14.0;Month-to-Month;Yes;Credit Card;29.75;35;0;2;0.0;0.0;Customer
396;Yes;0;935;1;43;Offer B;Fiber Optic;15.0;Month-to-Month;No;Bank Withdrawal;80.45;40;0;3;0.0;0.0;Customer
397;No;0;959;0;26;None;None;0.0;One Year;No;Credit Card;19.4;30;0;0;1.0;0.0;Customer
398;Yes;1;936;1;33;None;None;0.0;One Year;Yes;Bank Withdrawal;19.45;25;0;0;0.0;0.0;Customer
399;Yes;1;936;1;20;None;None;0.0;One Year;No;Bank Withdrawal;19.78;50;0;0;0.0;0.0;Customer
400;Yes;0;935;1;70;Offer A;DSL;46.0;Two Year;Yes;Credit Card;80.15;30;3;4;0.0;0.0;Customer
401;Yes;1;956;1;56;None;Cable;53.0;Two Year;Yes;Credit Card;61.3;60;0;4;0.0;0.0;Customer
402;No;0;919;0;31;None;Fiber Optic;59.0;Month-to-Month;Yes;Bank Withdrawal;76.05;30;0;2;0.0;0.0;Customer
403;Yes;0;926;1;66;None;DSL;69.0;Month-to-Month;No;Bank Withdrawal;63.85;20;2;3;0.0;0.0;Customer
404;Yes;1;906;1;22;None;None;0.0;One Year;No;Bank Withdrawal;20.75;50;0;0;0.0;0.0;Customer
405;Yes;1;915;1;29;None;DSL;73.0;Month-to-Month;Yes;Credit Card;60.2;30;2;2;0.0;0.0;Customer
406;Yes;1;939;1;72;Offer A;None;0.0;Two Year;No;Bank Withdrawal;24.45;35;0;1;0.0;0.0;Customer
407;No;0;945;0;36;Offer C;Cable;2.0;Month-to-Month;Yes;Bank Withdrawal;34.85;40;0;3;0.0;0.0;Customer
408;Yes;1;954;1;56;Offer B;Fiber Optic;27.0;Two Year;No;Credit Card;115.85;40;3;6;0.0;0.0;Customer
409;No;0;957;0;9;Offer E;None;0.0;One Year;Yes;Mailed Check;20.15;40;0;0;0.0;0.0;Customer
410;Yes;0;900;1;49;Offer B;None;0.0;One Year;No;Bank Withdrawal;20.45;50;0;0;0.0;0.0;Customer
411;Yes;0;955;1;72;Offer A;Fiber Optic;73.0;Two Year;Yes;Bank Withdrawal;109.65;20;3;4;0.0;0.1388888888888889;Customer
412;Yes;0;923;1;64;Offer B;Fiber Optic;11.0;Two Year;Yes;Bank Withdrawal;99.0;35;3;3;0.0;0.0;Customer
413;Yes;0;923;1;72;Offer A;Fiber Optic;22.0;Two Year;No;Bank Withdrawal;78.5;65;0;3;0.0;0.0;Customer
414;Yes;1;955;1;65;Offer B;Fiber Optic;47.0;Two Year;No;Bank Withdrawal;109.3;20;3;5;0.0;0.0;Customer
415;Yes;0;933;1;55;Offer B;None;0.0;One Year;No;Bank Withdrawal;19.7;55;0;0;0.0;0.0;Customer
416;Yes;0;914;1;31;None;DSL;41.0;One Year;Yes;Mailed Check;81.15;25;3;4;0.0;0.0;Customer
417;Yes;0;960;1;64;None;Fiber Optic;8.0;Two Year;Yes;Credit Card;104.05;60;3;4;0.0;0.0;Customer
418;Yes;0;928;1;56;Offer B;Fiber Optic;29.0;Month-to-Month;Yes;Bank Withdrawal;76.85;70;0;2;0.0;2.142857142857143;Customer
419;Yes;0;902;1;66;Offer A;Fiber Optic;20.0;One Year;Yes;Bank Withdrawal;90.55;45;0;5;0.0;0.0;Customer
420;Yes;0;948;1;62;None;None;0.0;Two Year;No;Bank Withdrawal;23.65;50;0;1;0.0;0.0;Customer
421;No;0;925;0;6;Offer E;None;0.0;Month-to-Month;No;Credit Card;19.7;50;0;0;0.0;0.0;Customer
422;Yes;1;949;1;16;Offer D;Cable;53.0;Month-to-Month;Yes;Credit Card;35.5;50;2;0;0.0;5.0;Customer
423;No;0;952;0;43;Offer B;None;0.0;Two Year;Yes;Bank Withdrawal;19.65;45;0;0;0.0;0.0;Customer
424;No;0;952;0;17;None;None;0.0;One Year;No;Credit Card;19.55;20;0;0;0.0;0.0;Customer
425;Yes;1;917;0;37;None;None;0.0;Two Year;No;Bank Withdrawal;19.8;25;0;0;0.0;0.0;Customer
